_sid,date,dayoftheweek,col_1,col_2,col_3,col_4,col_5,col_6,col_7
436,2016/12/10,Sat,4.0213750551,2.615051299,2.6137964891,-2.0373656761,1.9683351837,-1.9563060062,-0.4965561691
437,2016/12/11,Sun,-6.2854937648,-5.2890606283,-4.0931547344,3.9250254348,0.58827186,-0.1035803325,0.1034981761
438,2016/12/12,Mon,-0.573381872,-0.155332468,-0.113888262,-0.072516985,0.0669664223,0.0100367405,-0.0100287797
439,2016/12/13,Tue,-1.8965642825,-1.0736595242,0.1703067391,-0.1258874541,0.0330297023,-0.0189386326,0.0101619573
440,2016/12/14,Wed,-2.2529617403,2.2524101553,1.6783004495,0.6644813575,-0.295104589,0.2300240141,0.0873188959
441,2016/12/15,Thu,2.6279463949,0.3938692728,-0.3025919048,-0.2546223081,0.2544203504,0.0090060486,0.0003187988
442,2016/12/16,Fri,2.1808237762,0.3649732903,-0.23487423,-0.1574195616,-0.0493083376,0.0487181969,-0.0374279818
443,2016/12/17,Sat,5.1604164349,4.711177676,3.4541898682,0.0611458103,0.0589320499,-0.0459355333,0.0080881275
444,2016/12/18,Sun,-4.4092159599,4.4081364664,-2.9833031426,0.4732195063,0.4230566598,-0.3518878443,0.2264532465
445,2016/12/19,Mon,-0.905578362,0.8921271369,0.4720090219,0.4514180666,0.0478446776,-0.047832964,0.0462122765
446,2016/12/20,Tue,-1.073145836,-1.0555330934,0.605223541,-0.4016468493,-0.3841253784,0.3286269357,-0.166405389
447,2016/12/21,Wed,-0.7357559564,-0.7354029102,0.6740126136,-0.3766308673,-0.3715944057,-0.3681041516,-0.3043590696
448,2016/12/22,Thu,0.1415932109,-0.1357771671,-0.0024035172,0.0006919806,-0.000575572,-0.0001705814,0.000049111
449,2016/12/23,Fri,-3.8973303481,-3.7065741628,2.3853218179,2.1510554208,-0.3787484168,0.0928888012,0.0512213634
450,2016/12/24,Sat,0,0,0,0,0,0,0
451,2016/12/25,Sun,-4.7374036982,4.5545280335,4.3558409765,0.6528412913,-0.4112168915,0.2783000604,0.269495888
452,2016/12/26,Mon,-0.9997551734,-0.8937777894,-0.8936990119,-0.0316354282,-0.0130375447,-0.0085654922,-0.0012837721
453,2016/12/27,Tue,1.3139731974,-1.2632505364,-1.2232869249,0.8118146535,0.1145632904,0.0499684695,0.0324938881
454,2016/12/28,Wed,0.8891057361,-0.8051549162,-0.7919405087,0.1942249821,-0.1249911825,-0.1233197494,0.0355041649
455,2016/12/29,Thu,3.6801041528,2.4665131733,1.5705226826,-1.1885754851,1.1743501669,-0.4553914283,-0.0562741409
456,2016/12/30,Fri,2.0605924262,0.3448518885,-0.0845756104,0.0759427816,-0.0753184449,-0.019117581,0
457,2016/12/31,Sat,-3.8612288001,2.2139585976,2.1903981962,-2.0771154918,-1.3225783788,-1.3224618069,-1.1374089405
458,2017/01/01,Sun,-3.6508570146,-1.5923751562,-1.3322696531,1.3312129424,0.1995184813,0.0506424518,0.0339420488
459,2017/01/02,Mon,-0.2623748537,0.2244669293,0.1888824081,0.0823838493,-0.0448185532,-0.0444991156,0.0225328232
460,2017/01/03,Tue,-1.1175780977,-0.9404095425,-0.939958295,0.2305266381,-0.0405901207,0.0211698181,-0.0158982634
461,2017/01/04,Wed,-2.4953242279,1.3943598519,-0.2455127754,-0.1298965587,-0.1235387266,-0.0152660662,0.0081913577
462,2017/01/05,Thu,-1.2192424844,1.218275423,-1.1165756764,1.0707115206,-1.0698622689,0.968844121,0.4979650054
463,2017/01/06,Fri,-4.7946213733,-3.7105128024,2.8081253477,1.224805305,-0.6201993235,-0.4237584533,0.362533823
464,2017/01/07,Sat,5.5201562292,0.0977173921,-0.0812788587,0.0775199271,-0.0415950935,0.0055051834,0.0021796406
465,2017/01/08,Sun,-0.8034936965,0.7214792313,-0.600108202,-0.5049736397,-0.3450291549,0.1532318188,-0.0656112092
466,2017/01/09,Mon,0.9510546533,-0.7815936777,-0.7815247881,-0.1307926282,-0.0539020598,-0.0066608459,0.0042865083
467,2017/01/10,Tue,-1.8965642825,0.3008380881,0.0763597352,0.0511785224,-0.0393181384,0.0393085122,0.0161997645
468,2017/01/11,Wed,2.8913861589,-0.8813252109,-0.3703038024,-0.1466125886,-0.0604217579,0.0453759696,0
469,2017/01/12,Thu,2.1163307445,-1.1513286026,-0.9688096131,0.9628888823,-0.1527360043,0.1468400114,-0.025854946
470,2017/01/13,Fri,-0.793113344,-0.7800965659,0.2179710706,0.1823667253,0.1822792182,-0.1636735556,0.0259623362
471,2017/01/14,Sat,5.9361494797,-1.5574963513,0.2470542279,-0.2090623286,0.0928472287,-0.0840804413,-0.0767608395
472,2017/01/15,Sun,4.45716605,3.3210930823,3.1762134799,2.4220484296,0.0857364035,0.0373951975,0.0255507067
473,2017/01/16,Mon,-0.536572918,-0.4614899508,-0.0651254656,0.0629188696,-0.0404906919,-0.039209747,-0.0392062911
474,2017/01/17,Tue,0.0354038502,-0.0107914696,0.0084115844,0.0062675822,-0.0018044577,0.0011366062,-0.0007692232
475,2017/01/18,Wed,2.7053650429,-1.4516256154,-1.3882997956,1.0262044101,0.9937398805,0.0175911089,-0.0162446581
476,2017/01/19,Thu,3.9465103682,-1.1362134242,0.9450736285,0.9449903298,-0.0250905838,0.0250903381,0.010542133
477,2017/01/20,Fri,-2.7201055544,-2.2888898997,1.7841120139,1.4926873762,-1.3680801446,-1.2586693554,-1.040703921
478,2017/01/21,Sat,-3.2641266653,2.4702992053,2.2552479274,-0.2588682134,0.2588048355,-0.2389955115,0.0667790499
479,2017/01/22,Sun,-6.6379749889,-3.4117761357,-3.0501164822,3.0048108465,-1.1652104641,-0.6425281392,0.1575813019
480,2017/01/23,Mon,0.9637953863,-0.9242067917,0.5027880055,0.0753564633,-0.0570299595,0.0421554452,-0.0066868092
481,2017/01/24,Tue,1.4663806401,1.3946081313,1.3939389405,-0.8970528638,-0.6012310016,-0.3315348159,0.1729123154
482,2017/01/25,Wed,-1.3323380061,1.139841783,-1.0234954885,-1.0138821595,-0.8482702255,-0.8343481987,-0.2260297565
483,2017/01/26,Thu,-1.2192424844,0.6173825023,-0.5935499892,-0.2253161694,0.0873734727,-0.0828547037,0.0612445976
484,2017/01/27,Fri,-3.8412733066,1.1059153252,0.4378596912,-0.2817794084,0.2315713438,0.210567227,-0.2074395163
485,2017/01/28,Sat,5.0488259088,-1.4535737244,-0.0514540427,0.0440199616,-0.0338185407,0.0338182095,-0.0008979125
486,2017/01/29,Sun,-5.8224231984,5.2281149585,-4.0751382182,-2.6773111973,0.071085702,-0.0706512726,0.0639802638
487,2017/01/30,Mon,0.9928726481,-0.6389514106,0.2581604234,0.2581376692,0.2159723364,0.1609238302,-0.1589978333
488,2017/01/31,Tue,1.3005756803,-1.068836292,0.7900631549,-0.7295904941,-0.498501252,-0.4170738833,0.4136450578
489,2017/02/01,Wed,-2.8612579583,0.7994798179,-0.7327404802,0.6268741202,-0.594453533,-0.0210426461,0.02104244
490,2017/02/02,Thu,-2.6545355369,-2.4234456113,-2.0621184121,-0.8664341828,-0.5692356468,-0.5237116169,0.2242442382
491,2017/02/03,Fri,-4.7946213733,-0.1697214589,0.1609438284,0.0227123944,0.0191118209,-0.017161033,-0.0146023834
492,2017/02/04,Sat,-0.9517360128,-0.7257543392,0.5657008823,0.3865217549,-0.3665316773,-0.3532615396,0.3349916092
493,2017/02/05,Sun,6.746567704,-2.6161950577,2.3977991439,-2.3977756612,-2.2931749241,0.6989840729,-0.5289928905
494,2017/02/06,Mon,0.986627592,0.6741248603,0.4942618221,0.4135269404,-0.4109997341,0.2205313266,-0.1718966864
495,2017/02/07,Tue,1.653657359,-0.2911687447,-0.0103068794,-0.0026161268,0.0026001387,-0.0011547545,-0.0008805678
496,2017/02/08,Wed,-1.212112936,-1.0836249207,0.6825623278,-0.5125956033,0.0588381909,-0.0398200376,-0.0393962826
497,2017/02/09,Thu,3.8734578444,-2.0783925783,2.0778837324,-2.0074803979,-0.794811978,0.7948041941,0.6649774105
498,2017/02/10,Fri,4.781879642,3.6464627302,1.4437263041,-0.7529769006,0.7417923779,-0.2072682868,-0.1173361601
499,2017/02/11,Sat,1.8793726946,-1.0224184211,0.2507501478,-0.1364133739,0.0180545488,-0.0047370596,0.0038930001
500,2017/02/12,Sun,-2.1336743477,1.7534916365,-0.5048360579,-0.3316705246,-0.3316412912,0.2837257505,-0.0075332461
501,2017/02/13,Mon,0.379607739,-0.2569078724,0.2567041018,-0.2109640096,0.2000534028,0.1058447917,0.068829581
502,2017/02/14,Tue,1.6733112771,0.0592323792,0.0586020428,-0.0327461797,-0.0011591592,0.0002842861,0.0002595376
503,2017/02/15,Wed,-2.2175420899,0.0196281509,-0.0054844096,-0.0042443335,0.0033083139,0.0032731077,-0.0031386624
504,2017/02/16,Thu,-0.5294070004,0.2958268342,0.1982717753,0.0279801145,0.0238083781,-0.0031510805,0.0021325629
505,2017/02/17,Fri,-0.5739240689,-0.060828784,0.0159599433,0.0145123354,-0.004423514,-0.0011227912,-0.0005940494
506,2017/02/18,Sat,-2.6646760122,-0.3993742054,0.2022293755,-0.1730112711,-0.1182119778,0.1174895435,0.1068329396
507,2017/02/19,Sun,6.3125184335,-4.7773297022,-4.1088351183,-2.753861175,1.7346240921,0.1838484913,0.1520112053
508,2017/02/20,Mon,0.7331903201,0.7211570139,-0.7209804554,0.5329348353,-0.5325121296,0.4880588413,-0.4680114704
509,2017/02/21,Tue,-1.9760632482,1.5402742534,1.5196770777,-0.1744358504,-0.1727974365,-0.0468118257,-0.0343219775
510,2017/02/22,Wed,-1.6763671466,0.9367356033,-0.898258509,-0.2279989954,-0.1918545392,-0.1904871244,-0.1007834394
511,2017/02/23,Thu,1.2529151297,-1.1949711287,0.931439449,-0.7968650578,-0.3284028206,0.0376956566,0.0095680383
512,2017/02/24,Fri,-3.7840124765,1.5288834909,0.785813176,-0.2395242023,-0.2003992744,-0.1030009096,-0.0279035426
513,2017/02/25,Sat,-3.1293060125,1.5845730453,-1.5845575268,-1.0089480018,-0.3160315542,0.1695739732,-0.1554182004
514,2017/02/26,Sun,1.1714899021,-0.4542822701,0.4515059939,-0.4513954532,-0.4465918142,-0.36925492,0.1125528215
515,2017/02/27,Mon,-0.1147848138,-0.0291350674,0.0277876478,0.0182561122,-0.0176375545,-0.0148414903,-0.0143041599
516,2017/02/28,Tue,-1.0880422218,0.1915777087,0.0727243809,0.0411698274,-0.0108019274,0.0026491942,-0.0022418021
517,2017/03/01,Wed,-2.3383982088,-0.6930277536,-0.2630786986,-0.0046569994,-0.0034144669,-0.0025441642,-0.0016199661
518,2017/03/02,Thu,-3.5917107228,-3.0891205072,-2.5994052754,-2.5646449676,-2.2927840443,1.5516919444,1.3992977146
519,2017/03/03,Fri,-2.6077550104,2.3900636587,2.3508373256,0.0832156513,-0.0007365675,0.0003271189,-0.0003136823
520,2017/03/04,Sat,-5.9108775628,4.0003161751,-2.9569564971,2.2378320555,1.7064777447,1.5388817457,-1.0212540702
521,2017/03/05,Sun,6.9063931443,-6.9009152293,2.9548523049,2.8259496164,2.7365491773,2.7363079782,-2.609760993
522,2017/03/06,Mon,0.4201670368,0.2816082068,-0.2131217936,-0.0075441498,-0.0062377194,-0.0027206734,0.0027040464
523,2017/03/07,Tue,1.7879933272,1.7878357337,-1.6190253552,-0.6410128569,0.6405044274,-0.4121890236,0.2735426028
524,2017/03/08,Wed,-0.3970552503,-0.3341104725,-0.1457272125,0.1212122146,0.0796348006,-0.0735394293,0.0726592818
525,2017/03/09,Thu,2.6809167034,2.6450663915,-2.4426089021,-2.4099453394,2.0617563861,-1.6070691468,-1.4367144554
526,2017/03/10,Fri,4.7552732663,-4.7541090487,4.725055043,1.4003578474,-0.7618242318,0.5155812762,0.0182507021
527,2017/03/11,Sat,-5.540750682,0.7333280496,-0.6721109592,0.4325290321,0.0076565965,0.0069046295,0.006352439
528,2017/03/12,Sun,-1.8366239759,-1.5185733767,-0.9976823577,-0.4191932399,0.3764052137,-0.0987592629,-0.0292691424
529,2017/03/13,Mon,0.1673557003,0.1496154377,0.1157859931,0.0595115059,0.0305876319,0.0208993578,-0.0033151119
530,2017/03/14,Tue,1.9812147114,0.6205734718,-0.4118335835,0.4069046044,0.1676929092,0.0280643643,0.0276890761
531,2017/03/15,Wed,-0.4758680064,-0.4758260635,0.0754768001,0.0416199214,0.0069653311,0.0010439444,0.0010268109
532,2017/03/16,Thu,3.9996474404,-3.9517781564,-3.8267615248,-3.4936237597,-1.3262066164,1.018864415,-0.6761529492
533,2017/03/17,Fri,3.2514392008,2.3839237483,1.5179348567,-1.3629957253,0.7108717864,0.7105306806,0.5294257611
534,2017/03/18,Sat,-2.3266898125,-2.2251901295,1.5059462784,1.4858081504,-0.3898386961,0.3242579811,-0.2151885835
535,2017/03/19,Sun,6.0204858407,-3.2304296553,0.0857716353,-0.078611552,-0.0777749872,-0.0695305791,0.0666745601
536,2017/03/20,Mon,-0.96611777,0.2944829575,0.2816364119,0.2770141234,0.1163922034,0.1106953466,-0.0491612058
537,2017/03/21,Tue,-1.8330430958,1.7709355081,-1.6231005531,-1.342026087,-0.9999612991,0.9938501896,-0.1576471695
538,2017/03/22,Wed,1.6983229107,-1.5683306376,-0.0555162427,-0.0009827444,0.0002995509,3.7016442841998E-05,2.71400975752993E-05
539,2017/03/23,Thu,0,0,0,0,0,0,0
540,2017/03/24,Fri,4.5647262536,-4.5611056688,2.447365778,2.1879368402,1.6041741121,-1.0323472137,-1.0226507435
541,2017/03/25,Sat,-4.6095279679,2.3341065847,-1.1819113772,-1.1391207323,0,0,0
542,2017/03/26,Sun,-5.2569107274,-4.3465645549,-1.7912996004,-0.7526450452,-0.6843782029,0.6787518294,-0.55781036
543,2017/03/27,Mon,-0.5063656411,-0.3292834191,0.2566652525,-0.2545551698,0.1028498714,0.0865451826,-0.0007660382
544,2017/03/28,Tue,-1.3535439138,0,0,0,0,0,0
545,2017/03/29,Wed,1.6983229107,1.6862183656,0.8921489423,0.8532297729,-0.1129264537,0.088022339,-0.0566457317
546,2017/03/30,Thu,0.5644800322,0.3112693508,-0.3112663024,-0.0055100128,0.0041379493,0.0039574351,0.0015668481
547,2017/03/31,Fri,4.469983318,1.7697788165,1.740732756,1.5697725158,-1.3283735327,-1.1113912063,-1.0569937783
548,2017/04/01,Sat,-3.9818033053,0.0352441726,0.0303124346,0.0250631903,0.0207229645,-0.0118821722,-0.0116871589
549,2017/04/02,Sun,-6.6379749889,6.6327099741,2.7334623876,-2.5242389314,-2.2566611828,1.4214437862,1.059136472
550,2017/04/03,Mon,-0.4281826695,0.3289533317,0.2094570889,0.2003197179,-0.1925868743,-0.0488830481,-0.0251248336
551,2017/04/04,Tue,1.3139731974,1.3046080481,-0.7000173472,0.5923689625,0.0887826072,0.0031427536,0.0027029862
552,2017/04/05,Wed,-1.720145616,-0.8841177878,-0.797287119,0.7560531364,0.4280074544,0.3641930515,-0.2343721165
553,2017/04/06,Thu,3.6071533906,3.4930391492,0.584580013,0.5590782527,0.5346889829,0.4598696358,-0.1969082083
554,2017/04/07,Fri,-4.9960341709,4.9948110087,-4.7364900785,4.5174399772,-2.5242959881,0.2897508449,-0.1554724564
555,2017/04/08,Sat,4.0995702884,3.389642288,1.4784424989,0.9413805304,0.932538478,-0.8942337836,-0.6920391922
556,2017/04/09,Sun,0.2477881191,-0.1329563941,-0.1208969071,-0.1090234221,0.0313882048,-0.0289857029,-0.0212520368
557,2017/04/10,Mon,0.1235731227,0.0489257072,-0.0469160483,0.0352333539,0.0336963316,-0.0044597685,0.0033751639
558,2017/04/11,Tue,1.9787164932,1.9462412944,0.7388082574,-0.4236192617,0.4235155484,0.1676804571,-0.1056199068
559,2017/04/12,Wed,2.0497851442,1.5863096223,1.560274705,0.8832834261,0.2617774536,-0.1684637738,-0.0427600416
560,2017/04/13,Thu,3.9465103682,-0.522327554,-0.2278208698,-0.0281525363,0.0109170366,-0.0082620405,-0.0034714371
561,2017/04/14,Fri,3.6659516004,3.6057850695,1.8532958426,-1.8528421064,1.7110226942,-1.2849562222,0.7367706041
562,2017/04/15,Sat,5.8101867666,5.2831878762,0.1870158838,-0.1783668953,0.0314060617,0.0310718461,-0.0296348557
563,2017/04/16,Sun,2.9411692578,-2.8415158845,-2.1990226646,2.1086962136,-0.3712899931,-0.1530154695,-0.1529420464
564,2017/04/17,Mon,-0.9992068342,-0.8502286169,-0.7731106936,-0.7658491399,-0.7586557913,0.6953243802,-0.6372797772
565,2017/04/18,Tue,1.9127518568,0.7573065662,0.5774905216,-0.1613598018,0.0450864294,0.0330569336,0.0217179624
566,2017/04/19,Wed,-1.9306144001,1.0359154022,0.5712313923,-0.5275084544,0,0,0
567,2017/04/20,Thu,-3.0730186453,-2.7472684161,2.0307277817,-0.0539181661,0.0461280683,0.0453710027,0.0437283631
568,2017/04/21,Fri,-3.7840124765,-2.4094245633,2.408834672,-1.5501769684,-1.5391283116,0.8600480453,-0.8529774643
569,2017/04/22,Sat,4.0213750551,-2.305783557,-0.3455844056,0.3434724197,-0.0901185259,0.0456329251,0.0290562178
570,2017/04/23,Sun,0,0,0,0,0,0,0
571,2017/04/24,Mon,-0.855519979,-0.7871006569,-0.0972644861,-0.0741698558,0.0711232752,0.0467270386,-0.0012406568
572,2017/04/25,Tue,1.3404583517,0.1656446244,0.1480857416,-0.1458861145,0.0968149689,-0.0887330051,-0.0489297465
573,2017/04/26,Wed,2.0106875275,-0.2661180132,0.1075216954,0.0318660521,-0.0307863591,0.0307860576,0.0134277933
574,2017/04/27,Thu,2.6279463949,-0.3478133045,0.297561231,-0.0341555105,0.0266230615,0.002821712,-0.0010942081
575,2017/04/28,Fri,4.9179387272,-1.9870323832,-1.0513044307,0.7771039415,0.6947283309,-0.3779468784,-0.0066903873
576,2017/04/29,Sat,4.0995702884,-3.3690999855,2.1221556324,-2.0124022872,-1.9246131057,-1.6102384069,0.8153694033
577,2017/04/30,Sun,-6.9944478393,-5.8519442232,-4.8385553145,4.8385079284,4.8380814628,2.6678472046,-0.3530942465
578,2017/05/01,Mon,0.9683644611,0.2457935239,0.226136442,-0.0631860266,-0.0094701454,-0.003902822,0.0020941486
579,2017/05/02,Tue,-1.9984136684,-1.7004572339,-1.5334525192,0.4674126148,-0.1306023286,-0.0331499222,0.0167859816
580,2017/05/03,Wed,-2.9999706197,-1.1388120641,-1.0396730654,0.9600948743,0.1017580668,-0.0675301011,-0.0621294514
581,2017/05/04,Thu,3.0955627262,2.2696366261,2.0881247932,0.0369638287,-0.0273229486,0.0201965962,-0.0112856368
582,2017/05/05,Fri,4.3003470291,-4.154641682,-3.4960104277,3.1659113966,2.1218861862,2.0293208713,-1.6677320882
583,2017/05/06,Sat,4.3991419204,4.3987541805,3.2775696296,0.5485199607,0.1718122394,0.1173927253,-0.1173639845
584,2017/05/07,Sun,-1.9559084874,1.9398286771,1.7846928925,0.7066048015,0.6990852875,0.6382265931,0.5430692575
585,2017/05/08,Mon,-0.8218178366,0.5176531888,-0.2621217888,-0.1953103945,0.1522378255,-0.0615098126,-0.0010888421
586,2017/05/09,Tue,-1.811156724,-0.5367699441,-0.5367226333,0.3561873259,-0.1439130884,-0.0203090162,0.0168925267
587,2017/05/10,Wed,-2.9992655201,-2.904382139,2.8612412033,-2.843755168,0.3264199074,-0.3237363615,-0.0114597177
588,2017/05/11,Thu,1.1854743148,0.3009010771,-0.227722686,0.1541163278,-0.027136128,-0.0004803617,-0.0004087415
589,2017/05/12,Fri,-0.6617587505,-0.2727230138,-0.0096539318,0.0095105348,-0.0048158081,-0.003588322,-0.0035546181
590,2017/05/13,Sat,0,0,0,0,0,0,0
591,2017/05/14,Sun,-6.7124699226,4.5428114051,-1.1919194778,-1.096596955,0.4252401606,-0.3850882881,0.0678046591
592,2017/05/15,Mon,0.6832617147,0.6498192332,0.6180136055,-0.481720636,0.1263913814,-0.0985177933,0.0745585118
593,2017/05/16,Tue,-1.8330430958,-0.0648866144,0.0186810715,0.0006612782,-0.0005080301,-0.0004919583,-0.0004436422
594,2017/05/17,Wed,1.9102140214,0.2862975474,0.0726690062,0.0562378668,-0.0249759491,0.0211351577,0.0211250162
595,2017/05/18,Thu,0.0708077004,0.0585458374,0.0082619891,-0.0082554359,0.0046130472,0.0006913906,0.0004724008
596,2017/05/19,Fri,-0.8803780997,-0.2384995231,-0.1225836166,-0.1127801192,-0.1112719774,-0.1015852233,0.0919933801
597,2017/05/20,Sat,-3.219437508,-3.0789925357,0,0,0,0,0
598,2017/05/21,Sun,0.8650118592,0.2709466115,0.2473594221,-0.2345665225,-0.2345458478,-0.004151913,0.0004765766
599,2017/05/22,Mon,-0.9589242747,-0.8069069538,0.3260207856,0.252304448,0.2443226608,0.1065649335,0.0896712996
600,2017/05/23,Tue,0.8723295105,0.5554453541,0.3062873882,0.2929258853,-0.194395543,0.0017206551,-0.0007641647
601,2017/05/24,Wed,-1.8896639828,-1.6252421789,1.5411881335,-1.3041848452,0.3198539227,-0.0084924908,0.0081436555
602,2017/05/25,Thu,-2.2351561954,0.3545464409,-0.3033215637,-0.3004725721,-0.1589748356,0.0182478969,-0.010196725
603,2017/05/26,Fri,4.9995593005,-4.582203829,0.8068143799,-0.6288844336,-0.2591749002,-0.2590505373,-0.257204193
604,2017/05/27,Sat,-5.9506731207,3.7482575566,-0.983448528,0.1731613093,-0.1730239636,-0.1729409396,0.0453753537
605,2017/05/28,Sun,-1.2325293396,0.6705219806,-0.6446381504,0.1691368404,-0.1681031866,0.1398239848,0.0234003409
606,2017/05/29,Mon,0.0353983027,0.0140150783,-0.0039160301,0.0039159917,-0.0029408599,-0.0004150142,-0.0001810146
607,2017/05/30,Tue,-1.9760632482,1.0006105335,0.8419847311,-0.6372161455,-0.3275153706,-0.2237787137,0.1693562889
608,2017/05/31,Wed,-0.0265539279,0.0263916476,-0.0202755063,0.0201515957,0.0200079682,-0.0200077722,-0.00507844
609,2017/06/01,Thu,-3.3848816167,-2.7987171974,2.7980319968,2.0514899753,-1.7360126761,1.4439714969,-1.1866815317
610,2017/06/02,Fri,-4.1090891832,4.1080831687,3.1792072833,2.3309640056,0.9606333551,-0.522604825,-0.2686076211
611,2017/06/03,Sat,-3.8612288001,2.9664070241,-0.0262565861,-0.011032152,-0.0048118359,-0.0043929427,-0.0027971536
612,2017/06/04,Sun,2.074580051,-1.7555519692,1.6211792951,-0.9058972363,0.2376846549,0.2351552734,-0.1779660977
613,2017/06/05,Mon,-0.1586226688,-0.1508588273,0.1507391712,0.1506668403,0.0053333504,0.0033959469,-0.0014540856
614,2017/06/06,Tue,-1.6635494853,0.1909502179,0.1422795203,-0.1109020585,0,0,0
615,2017/06/07,Wed,2.6819899908,-1.1483816338,-0.8556742686,-0.4844037382,0.305120099,0.0108007336,0.0003823276
616,2017/06/08,Thu,1.2529151297,-1.2529028594,0.1658238861,-0.0505448817,0.0382524926,0.0210934451,0.0181418268
617,2017/06/09,Fri,-0.0442565465,0,0,0,0,0,0
618,2017/06/10,Sat,1.7782114723,1.3761412882,-1.0334645572,-0.7880771314,0.6476558432,-0.1809650801,-0.0536323636
619,2017/06/11,Sun,-3.108788681,2.3527390311,-0.6172995591,-0.0218513567,-0.0160212032,-0.0119376093,-0.0014751677
620,2017/06/12,Mon,-0.5440211109,0.5435896119,-0.5212612743,0.3914605693,0.0993618381,-0.0659398825,0.0189843109
621,2017/06/13,Tue,0,0,0,0,0,0,0
622,2017/06/14,Wed,-2.9753365603,-2.8812101848,-2.6507883916,-0.3972927675,0.1605212343,0.0674457314,0.018271439
623,2017/06/15,Thu,-1.5511265416,0.6641655033,-0.59637259,-0.1868010602,-0.1867845956,-0.1029980097,-0.0127277857
624,2017/06/16,Fri,4.1832781927,-3.4378926343,-0.9313450142,0.0247282849,-0.0167354098,-0.0070316675,0.0008071286
625,2017/06/17,Sat,5.4776715044,-5.4326387641,3.1149765844,-1.3337789893,-1.0321991311,-0.5461186889,0.4903750877
626,2017/06/18,Sun,6.9966411101,-3.8063204692,-3.4028378001,0.3905941032,0.1482725444,-0.1003467,-0.0638945578
627,2017/06/19,Mon,0.5290826861,0.2008438822,-0.0265820393,0.0030512144,-0.001355083,-0.0009258763,-0.0007963179
628,2017/06/20,Tue,-1.4783613933,-1.4060024823,-1.4053278241,-0.2106266129,0.1730967074,0.1707819876,0.0717569617
629,2017/06/21,Wed,-2.5386612125,-0.2690663851,0.0426800281,-0.0222598114,0.0025550883,-0.0017292121,0.0017287888
630,2017/06/22,Thu,3.6371897073,-3.5831638388,3.5537061237,3.5158884596,-0.4035706021,-0.2958940589,0.1963653236
631,2017/06/23,Fri,4.9995593005,1.5660058724,-1.5656224725,-1.3996612668,0.4266316201,0.3128021741,-0.2999535979
632,2017/06/24,Sat,-1.0564537197,-0.1768035521,-0.1594393831,-0.1593628775,0.0182924382,-0.0154794345,-0.0103747686
633,2017/06/25,Sun,6.0204858407,3.9553785151,1.5660338326,1.2119389901,0.359180636,-0.1392836544,-0.139271378
634,2017/06/26,Mon,-0.9917788534,0.9799088713,-0.838331617,-0.2625895917,0.1505641116,0.1374567906,0.1182223803
635,2017/06/27,Tue,-0.2647035002,0.2630858055,-0.1126487825,0.0129303695,0.0125213103,-0.0112432311,-0.0083774795
636,2017/06/28,Wed,-2.304763984,-2.3036580627,2.3018308799,2.2290112196,-2.1137315322,-1.1655679638,-0.4897332376
637,2017/06/29,Thu,-3.9999608262,-2.2056851235,2.1036780377,2.0812912148,-1.9850370173,1.5472690019,-1.323719544
638,2017/06/30,Fri,-0.5739240689,0.5473816032,-0.449847965,-0.0555891178,-0.0220091298,-0.0055864313,-0.0014179668
639,2017/07/01,Sat,5.9436441342,-0.0526090325,-0.0229462058,0.0064115255,-0.0032465762,-0.0029024283,-0.0012659369
640,2017/07/02,Sun,-1.8366239759,-0.0325117801,-0.0034458427,-0.0034212829,-0.0005127723,0.0004643555,0.0003907417
641,2017/07/03,Mon,0.9129452507,-0.5750532529,-0.5750025677,-0.5290173343,0.2051432071,-0.2026879761,0.035688411
642,2017/07/04,Tue,1.4663806401,1.3333761428,-0.8848735888,0.1171145681,0.1171042456,0.0165257521,-0.0125067304
643,2017/07/05,Wed,1.6542800437,-1.6297077988,-1.5707048575,0.8192026924,0.8104849394,-0.1072691002,0
644,2017/07/06,Thu,-3.9521264964,-3.5936584536,-3.3062593497,-0.8956847955,0.6981559072,-0.6268935145,0.1103806642
645,2017/07/07,Fri,0.6178656137,-0.5547986375,-0.2286427741,0.1157768449,-0.1048450056,-0.0175464093,0.0168690739
646,2017/07/08,Sat,-1.6764929892,1.2879735536,1.2249332414,1.2243454677,-0.8286026781,0.4195759263,0.1314232565
647,2017/07/09,Sun,6.9966411101,6.9030791708,-1.6929938725,-0.0599291096,-0.0237274417,0.0105376575,-0.0096579901
648,2017/07/10,Mon,0.9835877454,-0.9083024119,0.6978075618,0.3586580532,-0.3564661697,-0.0965687487,-0.0034183698
649,2017/07/11,Tue,-1.073145836,0.599662141,-0.5793442504,-0.5330117954,0.4922142449,0.2714200675,-0.2296811992
650,2017/07/12,Wed,-1.3323380061,0.8392237144,0.3526141413,0.3152358659,0.0934260055,0.0696129462,-0.0642846632
651,2017/07/13,Thu,-1.6161505813,-1.6009706537,0.6855078883,-0.6798722275,0.3799051553,-0.3753583076,0.2415573846
652,2017/07/14,Fri,-2.6077550104,-1.4379856909,-0.4504185071,0.3510859434,0.0526197816,-0.03492027,0.0236330595
653,2017/07/15,Sat,-3.9818033053,3.6770298966,3.3159027147,0.8982972389,-0.2586227544,-0.2138367105,-0.1839144126
654,2017/07/16,Sun,6.9993830208,-2.0151455863,1.0812725474,1.0735659375,-1.0239163608,-0.7507255643,-0.742736528
